Id,Label,timeset,nodecolor-multimode,modularity_class,Degree,Year
Isaac Washington,Isaac Washington,"<[1830.0, 1895.0]>",blue,8,1,
D. Goodley,D. Goodley,"<[1830.0, 1895.0]>",blue,8,1,
G. Moragn,G. Moragn,"<[1830.0, 1895.0]>",blue,8,1,
G. Brackston,G. Brackston,"<[1830.0, 1895.0]>",blue,8,1,
G. Carey,G. Carey,"<[1830.0, 1895.0]>",blue,8,1,
W.P. Newman,W.P. Newman,"<[1830.0, 1895.0]>",blue,8,2,
J. Wilson,J. Wilson,"<[1830.0, 1895.0]>",blue,8,2,
L.P. Barton,L.P. Barton,"<[1830.0, 1895.0]>",blue,8,1,
E.B. Dunlop,E.B. Dunlop,"<[1830.0, 1895.0]>",blue,8,1,
H. Grey,H. Grey,"<[1830.0, 1895.0]>",blue,8,1,
H. Wilson,H. Wilson,"<[1830.0, 1895.0]>",blue,8,1,
Lawson,Lawson,"<[1830.0, 1895.0]>",blue,8,1,
H.R. Thomas,H.R. Thomas,"<[1830.0, 1895.0]>",blue,8,1,
B.F. Young,B.F. Young,"<[1830.0, 1895.0]>",blue,8,1,
J. Simpson,J. Simpson,"<[1830.0, 1895.0]>",blue,8,1,
J. Mclean,J. Mclean,"<[1830.0, 1895.0]>",blue,8,1,
R. Cheney,R. Cheney,"<[1830.0, 1895.0]>",blue,8,1,
A. Smith,A. Smith,"<[1830.0, 1895.0]>",blue,8,1,
H. Brent,H. Brent,"<[1830.0, 1895.0]>",blue,8,1,
A. Anderson,A. Anderson,"<[1830.0, 1895.0]>",blue,8,1,
H.F. Stanton,H.F. Stanton,"<[1830.0, 1895.0]>",blue,8,1,
F. Russel,F. Russel,"<[1830.0, 1895.0]>",blue,8,1,
J. Burns,J. Burns,"<[1830.0, 1895.0]>",blue,8,1,
J. Wagner,J. Wagner,"<[1830.0, 1895.0]>",blue,8,1,
F. Degroat,F. Degroat,"<[1830.0, 1895.0]>",blue,8,1,
J.C. Brown,J.C. Brown,"<[1830.0, 1895.0]>",blue,8,1,
J. Lisle,J. Lisle,"<[1830.0, 1895.0]>",blue,8,1,
John Scoble,John Scoble,"<[1830.0, 1895.0]>",blue,8,1,
Henry Grey,Henry Grey,"<[1830.0, 1895.0]>",blue,8,1,
M.R. Delaney,M.R. Delaney,"<[1830.0, 1895.0]>",blue,8,1,
Isaiah Clifford,Isaiah Clifford,"<[1830.0, 1895.0]>",blue,8,1,
J.P. Campbell,J.P. Campbell,"<[1830.0, 1895.0]>",blue,8,1,
George Carey,George Carey,"<[1830.0, 1895.0]>",blue,8,1,
T. Smallwood,T. Smallwood,"<[1830.0, 1895.0]>",blue,8,1,
J.J. Carey,J.J. Carey,"<[1830.0, 1895.0]>",blue,8,1,
Scoble,Scoble,"<[1830.0, 1895.0]>",blue,8,1,
Campbell,Campbell,"<[1830.0, 1895.0]>",blue,8,1,
J.C. Browns,J.C. Browns,"<[1830.0, 1895.0]>",blue,8,1,
J. C. Brown,J. C. Brown,"<[1830.0, 1895.0]>",blue,8,1,
Delaney,Delaney,"<[1830.0, 1895.0]>",blue,8,1,
Wm H Topp,Wm H Topp,"<[1830.0, 1895.0]>",blue,8,1,
Henry F Stanton,Henry F Stanton,"<[1830.0, 1895.0]>",blue,8,1,
Payton Harris,Payton Harris,"<[1830.0, 1895.0]>",blue,8,2,
J P Campbell,J P Campbell,"<[1830.0, 1895.0]>",blue,8,1,
Messrs Bibb,Messrs Bibb,"<[1830.0, 1895.0]>",blue,8,1,
Jt Fisher,Jt Fisher,"<[1830.0, 1895.0]>",blue,8,1,
Wh Topp,Wh Topp,"<[1830.0, 1895.0]>",blue,8,1,
J Lyles,J Lyles,"<[1830.0, 1895.0]>",blue,8,1,
Russel,Russel,"<[1830.0, 1895.0]>",blue,8,1,
H K Thomas,H K Thomas,"<[1830.0, 1895.0]>",blue,8,1,
Baker,Baker,"<[1830.0, 1895.0]>",blue,8,2,
Hollins,Hollins,"<[1830.0, 1895.0]>",blue,8,1,
J Lisle,J Lisle,"<[1830.0, 1895.0]>",blue,8,1,
J D Tinsley,J D Tinsley,"<[1830.0, 1895.0]>",blue,8,1,
Jp Campbell,Jp Campbell,"<[1830.0, 1895.0]>",blue,8,1,
Israel Campbell,Israel Campbell,"<[1830.0, 1895.0]>",blue,8,1,
William H. Harris,William H. Harris,"<[1830.0, 1895.0]>",blue,8,1,
Scobie,Scobie,"<[1830.0, 1895.0]>",blue,8,1,
H. Henson,H. Henson,"<[1830.0, 1895.0]>",blue,8,1,
J T Fisher,J T Fisher,"<[1830.0, 1895.0]>",blue,8,1,
Fisher,Fisher,"<[1830.0, 1895.0]>",blue,8,1,
Sandwich,Sandwich,"<[1830.0, 1895.0]>",blue,8,1,
Samuel R Ward,Samuel R Ward,"<[1830.0, 1895.0]>",blue,8,1,
G. Beeman,G. Beeman,"<[1830.0, 1895.0]>",blue,8,1,
M R Delaney,M R Delaney,"<[1830.0, 1895.0]>",blue,8,1,
J. T. Fisher,J. T. Fisher,"<[1830.0, 1895.0]>",blue,8,1,
James T. Taylor,James T. Taylor,"<[1830.0, 1895.0]>",blue,8,1,
J. Theodore Holly,J. Theodore Holly,"<[1830.0, 1895.0]>",blue,8,1,
1852.MD-07.27.BALT.txt,1852.MD-07.27.BALT.txt,"<[1852.0, 1852.0]>",red,9,45,1852
William Tasker,William Tasker,"<[1830.0, 1895.0]>",blue,9,1,
Frederick,Frederick,"<[1830.0, 1895.0]>",blue,9,1,
H. H. Webb,H. H. Webb,"<[1830.0, 1895.0]>",blue,9,1,
Josiah Hughes,Josiah Hughes,"<[1830.0, 1895.0]>",blue,9,1,
Cornelius Campbell,Cornelius Campbell,"<[1830.0, 1895.0]>",blue,9,1,
William Williams,William Williams,"<[1830.0, 1895.0]>",blue,9,1,
James A. Handy,James A. Handy,"<[1830.0, 1895.0]>",blue,9,1,
William Perkins,William Perkins,"<[1830.0, 1895.0]>",blue,9,1,
Webb,Webb,"<[1830.0, 1895.0]>",blue,9,1,
Charles Wyman,Charles Wyman,"<[1830.0, 1895.0]>",blue,9,1,
Allen Lockerman,Allen Lockerman,"<[1830.0, 1895.0]>",blue,9,1,
B. Jenifer,B. Jenifer,"<[1830.0, 1895.0]>",blue,9,1,
Charles O. Fisher,Charles O. Fisher,"<[1830.0, 1895.0]>",blue,9,1,
John H. Walker,John H. Walker,"<[1830.0, 1895.0]>",blue,9,1,
Walker,Walker,"<[1830.0, 1895.0]>",blue,0,5,
C. Perry,C. Perry,"<[1830.0, 1895.0]>",blue,9,1,
Stokes,Stokes,"<[1830.0, 1895.0]>",blue,9,2,
Charles Williamson,Charles Williamson,"<[1830.0, 1895.0]>",blue,9,1,
Baltimore Sun,Baltimore Sun,"<[1830.0, 1895.0]>",blue,9,1,
Ephraim Lawson,Ephraim Lawson,"<[1830.0, 1895.0]>",blue,9,1,
Wm. Tasker,Wm. Tasker,"<[1830.0, 1895.0]>",blue,9,1,
F. Harris,F. Harris,"<[1830.0, 1895.0]>",blue,9,1,
James A. Jones,James A. Jones,"<[1830.0, 1895.0]>",blue,9,1,
Stephen W. Hill,Stephen W. Hill,"<[1830.0, 1895.0]>",blue,9,1,
Williamson,Williamson,"<[1830.0, 1895.0]>",blue,9,3,
James A. Jackson,James A. Jackson,"<[1830.0, 1895.0]>",blue,9,1,
Nicholas Penn,Nicholas Penn,"<[1830.0, 1895.0]>",blue,9,1,
Patrick Henry,Patrick Henry,"<[1830.0, 1895.0]>",blue,9,4,
Handy,Handy,"<[1830.0, 1895.0]>",blue,9,3,
Charles Dobson,Charles Dobson,"<[1830.0, 1895.0]>",blue,9,1,
Wyman,Wyman,"<[1830.0, 1895.0]>",blue,9,1,
Joseph Bantem,Joseph Bantem,"<[1830.0, 1895.0]>",blue,9,1,
O. Fisher,O. Fisher,"<[1830.0, 1895.0]>",blue,9,1,
H. Walker,H. Walker,"<[1830.0, 1895.0]>",blue,9,2,
Thomas Buller,Thomas Buller,"<[1830.0, 1895.0]>",blue,9,1,
Daniel J. Ross,Daniel J. Ross,"<[1830.0, 1895.0]>",blue,9,1,
1853.IL-10.06.CHIC.txt,1853.IL-10.06.CHIC.txt,"<[1853.0, 1853.0]>",red,10,109,1853
J. D. Bonner,J. D. Bonner,"<[1830.0, 1895.0]>",blue,10,2,
Cook,Cook,"<[1830.0, 1895.0]>",blue,19,3,
R. J. Robinson,R. J. Robinson,"<[1830.0, 1895.0]>",blue,10,2,
Madison,Madison,"<[1830.0, 1895.0]>",blue,10,3,
A. H. Richardson,A. H. Richardson,"<[1830.0, 1895.0]>",blue,10,2,
Jo,Jo,"<[1830.0, 1895.0]>",blue,10,1,
Daviess,Daviess,"<[1830.0, 1895.0]>",blue,10,1,
Edgar,Edgar,"<[1830.0, 1895.0]>",blue,10,1,
Coles,Coles,"<[1830.0, 1895.0]>",blue,10,1,
Augustus Dobbins,Augustus Dobbins,"<[1830.0, 1895.0]>",blue,10,1,
W. L. Barnes,W. L. Barnes,"<[1830.0, 1895.0]>",blue,10,2,
Thomas Mason,Thomas Mason,"<[1830.0, 1895.0]>",blue,10,2,
Byrd Parker,Byrd Parker,"<[1830.0, 1895.0]>",blue,10,2,
H. Ellsworth,H. Ellsworth,"<[1830.0, 1895.0]>",blue,10,1,
A. Ellsworth,A. Ellsworth,"<[1830.0, 1895.0]>",blue,10,1,
Job Vinient,Job Vinient,"<[1830.0, 1895.0]>",blue,10,1,
H. O. Wagoner,H. O. Wagoner,"<[1830.0, 1895.0]>",blue,10,3,
Willian Johnson,Willian Johnson,"<[1830.0, 1895.0]>",blue,10,1,
E. Gordon,E. Gordon,"<[1830.0, 1895.0]>",blue,10,1,
Alex Smith,Alex Smith,"<[1830.0, 1895.0]>",blue,10,1,
C. W. Campbell,C. W. Campbell,"<[1830.0, 1895.0]>",blue,10,1,
R. H. Rollins,R. H. Rollins,"<[1830.0, 1895.0]>",blue,10,2,
William T. Watson,William T. Watson,"<[1830.0, 1895.0]>",blue,10,1,
S. Sparrow,S. Sparrow,"<[1830.0, 1895.0]>",blue,10,1,
Mead,Mead,"<[1830.0, 1895.0]>",blue,10,1,
Bennet Johnson,Bennet Johnson,"<[1830.0, 1895.0]>",blue,10,1,
John Jones,John Jones,"<[1830.0, 1895.0]>",blue,17,5,
Lewis Isbell,Lewis Isbell,"<[1830.0, 1895.0]>",blue,10,2,
J. H. Barguet,J. H. Barguet,"<[1830.0, 1895.0]>",blue,10,1,
B. Smith,B. Smith,"<[1830.0, 1895.0]>",blue,10,2,
E. A. Fulton,E. A. Fulton,"<[1830.0, 1895.0]>",blue,10,1,
Augustus Hill,Augustus Hill,"<[1830.0, 1895.0]>",blue,10,2,
William Liverse,William Liverse,"<[1830.0, 1895.0]>",blue,10,1,
A. W. Jackson,A. W. Jackson,"<[1830.0, 1895.0]>",blue,10,2,
B. Henderson,B. Henderson,"<[1830.0, 1895.0]>",blue,10,2,
A.H. Richardson,A.H. Richardson,"<[1830.0, 1895.0]>",blue,10,1,
R. H. Cain,R. H. Cain,"<[1830.0, 1895.0]>",blue,10,1,
J. Robinson,J. Robinson,"<[1830.0, 1895.0]>",blue,10,2,
T. Y. Mason,T. Y. Mason,"<[1830.0, 1895.0]>",blue,10,1,
William Smallwood,William Smallwood,"<[1830.0, 1895.0]>",blue,10,1,
H. Brown,H. Brown,"<[1830.0, 1895.0]>",blue,10,1,
S. Donagan,S. Donagan,"<[1830.0, 1895.0]>",blue,10,1,
William Robinson,William Robinson,"<[1830.0, 1895.0]>",blue,10,1,
W. H. Butler,W. H. Butler,"<[1830.0, 1895.0]>",blue,10,1,
William J. Davis,William J. Davis,"<[1830.0, 1895.0]>",blue,10,1,
W.H. Smallwood,W.H. Smallwood,"<[1830.0, 1895.0]>",blue,10,1,
Alex. Smith,Alex. Smith,"<[1830.0, 1895.0]>",blue,10,1,
A. M. Ellsworth,A. M. Ellsworth,"<[1830.0, 1895.0]>",blue,19,2,
W. T. Watson,W. T. Watson,"<[1830.0, 1895.0]>",blue,10,1,
E. Morris,E. Morris,"<[1830.0, 1895.0]>",blue,10,1,
Job Vincent,Job Vincent,"<[1830.0, 1895.0]>",blue,10,1,
A. T. Burgundy Smith,A. T. Burgundy Smith,"<[1830.0, 1895.0]>",blue,10,1,
H. Bradford,H. Bradford,"<[1830.0, 1895.0]>",blue,10,2,
Dobbins,Dobbins,"<[1830.0, 1895.0]>",blue,10,1,
C. M. Clay,C. M. Clay,"<[1830.0, 1895.0]>",blue,10,1,
Lewis Tappan,Lewis Tappan,"<[1830.0, 1895.0]>",blue,10,1,
David Paul Brown,David Paul Brown,"<[1830.0, 1895.0]>",blue,10,1,
Durkee,Durkee,"<[1830.0, 1895.0]>",blue,10,1,
Horace Greeley5,Horace Greeley5,"<[1830.0, 1895.0]>",blue,10,1,
Codding,Codding,"<[1830.0, 1895.0]>",blue,10,1,
J. Davis,J. Davis,"<[1830.0, 1895.0]>",blue,10,1,
B. Parker,B. Parker,"<[1830.0, 1895.0]>",blue,10,1,
Harriet Beecher,Harriet Beecher,"<[1830.0, 1895.0]>",blue,10,1,
E. D Holton,E. D Holton,"<[1830.0, 1895.0]>",blue,10,1,
Snodgrass,Snodgrass,"<[1830.0, 1895.0]>",blue,10,1,
Wagoner,Wagoner,"<[1830.0, 1895.0]>",blue,10,1,
Parker,Parker,"<[1830.0, 1895.0]>",blue,10,4,
Robinson,Robinson,"<[1830.0, 1895.0]>",blue,10,4,
Donagan,Donagan,"<[1830.0, 1895.0]>",blue,10,1,
Newsom,Newsom,"<[1830.0, 1895.0]>",blue,10,1,
Alexander Smith,Alexander Smith,"<[1830.0, 1895.0]>",blue,10,2,
R. L. Cooper,R. L. Cooper,"<[1830.0, 1895.0]>",blue,10,1,
Bonner,Bonner,"<[1830.0, 1895.0]>",blue,10,1,
Barguet,Barguet,"<[1830.0, 1895.0]>",blue,10,1,
H. B. Stowe,H. B. Stowe,"<[1830.0, 1895.0]>",blue,11,2,
H. L. Barnes,H. L. Barnes,"<[1830.0, 1895.0]>",blue,10,1,
Xxiii,Xxiii,"<[1830.0, 1895.0]>",blue,10,1,
Harriet Beecher Stowe,Harriet Beecher Stowe,"<[1830.0, 1895.0]>",blue,11,3,
Tom,Tom,"<[1830.0, 1895.0]>",blue,10,1,
Galena,Galena,"<[1830.0, 1895.0]>",blue,10,1,
Spencer Donagan,Spencer Donagan,"<[1830.0, 1895.0]>",blue,10,1,
Wlliam H. Robinson,Wlliam H. Robinson,"<[1830.0, 1895.0]>",blue,10,1,
B. J. Smith,B. J. Smith,"<[1830.0, 1895.0]>",blue,10,1,
A. T. Hall,A. T. Hall,"<[1830.0, 1895.0]>",blue,10,1,
Wm. Robinson,Wm. Robinson,"<[1830.0, 1895.0]>",blue,10,2,
Arthur,Arthur,"<[1830.0, 1895.0]>",blue,10,2,
Bertram Wyatt-Brown,Bertram Wyatt-Brown,"<[1830.0, 1895.0]>",blue,10,1,
Louis Ruchames,Louis Ruchames,"<[1830.0, 1895.0]>",blue,10,1,
Stowe,Stowe,"<[1830.0, 1895.0]>",blue,11,4,
1853.NY-07.06.ROCH.txt,1853.NY-07.06.ROCH.txt,"<[1853.0, 1853.0]>",red,12,237,1853
Henry M. Wilson,Henry M. Wilson,"<[1830.0, 1895.0]>",blue,12,1,
Edward V. Clark,Edward V. Clark,"<[1830.0, 1895.0]>",blue,12,4,
Wm. J. Wilson,Wm. J. Wilson,"<[1830.0, 1895.0]>",blue,12,3,
Jacob P. Morris,Jacob P. Morris,"<[1830.0, 1895.0]>",blue,12,1,
J W. Loguen,J W. Loguen,"<[1830.0, 1895.0]>",blue,12,1,
Wm. Joeson,Wm. Joeson,"<[1830.0, 1895.0]>",blue,12,1,
Providence R. I.,Providence R. I.,"<[1830.0, 1895.0]>",blue,12,1,
John N. Smith,John N. Smith,"<[1830.0, 1895.0]>",blue,12,1,
Johm Mercer Langston,Johm Mercer Langston,"<[1830.0, 1895.0]>",blue,12,1,
Wm. H. Day,Wm. H. Day,"<[1830.0, 1895.0]>",blue,12,1,
Charles H. Reason,Charles H. Reason,"<[1830.0, 1895.0]>",blue,12,1,
L. Kelly,L. Kelly,"<[1830.0, 1895.0]>",blue,12,1,
Robert Morris,Robert Morris,"<[1830.0, 1895.0]>",blue,11,5,
Benjamin Lynch,Benjamin Lynch,"<[1830.0, 1895.0]>",blue,12,1,
John E. Burr,John E. Burr,"<[1830.0, 1895.0]>",blue,12,1,
David Jenkings,David Jenkings,"<[1830.0, 1895.0]>",blue,12,1,
L. A. Grimes,L. A. Grimes,"<[1830.0, 1895.0]>",blue,11,3,
T. G. Campbell,T. G. Campbell,"<[1830.0, 1895.0]>",blue,12,1,
Wm. C. Munroe,Wm. C. Munroe,"<[1830.0, 1895.0]>",blue,19,2,
Jehial C. Beman,Jehial C. Beman,"<[1830.0, 1895.0]>",blue,12,1,
President-James W. C. Pennington,President-James W. C. Pennington,"<[1830.0, 1895.0]>",blue,12,1,
James C. Mccrumbell,James C. Mccrumbell,"<[1830.0, 1895.0]>",blue,12,1,
Peter H. Clarke,Peter H. Clarke,"<[1830.0, 1895.0]>",blue,12,1,
J. C. Mccrummell,J. C. Mccrummell,"<[1830.0, 1895.0]>",blue,12,1,
John J. Gaines,John J. Gaines,"<[1830.0, 1895.0]>",blue,12,1,
Horace B. Smith,Horace B. Smith,"<[1830.0, 1895.0]>",blue,12,1,
Edward V. Clarke,Edward V. Clarke,"<[1830.0, 1895.0]>",blue,12,1,
J. M. Whitfield,J. M. Whitfield,"<[1830.0, 1895.0]>",blue,12,1,
G. B. Vashon,G. B. Vashon,"<[1830.0, 1895.0]>",blue,12,1,
Savior,Savior,"<[1830.0, 1895.0]>",blue,12,1,
Nathan Sandford,Nathan Sandford,"<[1830.0, 1895.0]>",blue,12,1,
Robert Clark,Robert Clark,"<[1830.0, 1895.0]>",blue,12,1,
Jay,Jay,"<[1830.0, 1895.0]>",blue,12,1,
Peter A. Jay,Peter A. Jay,"<[1830.0, 1895.0]>",blue,12,1,
Martin Van Buren,Martin Van Buren,"<[1830.0, 1895.0]>",blue,12,1,
Ogden Edwards,Ogden Edwards,"<[1830.0, 1895.0]>",blue,12,1,
Ticonderoga,Ticonderoga,"<[1830.0, 1895.0]>",blue,12,1,
Monroe,Monroe,"<[1830.0, 1895.0]>",blue,12,1,
Wm. Eustis,Wm. Eustis,"<[1830.0, 1895.0]>",blue,12,1,
Morrill,Morrill,"<[1830.0, 1895.0]>",blue,12,1,
Charles Pinckney,Charles Pinckney,"<[1830.0, 1895.0]>",blue,12,1,
-- Niles,-- Niles,"<[1830.0, 1895.0]>",blue,12,1,
George B. Vashon,George B. Vashon,"<[1830.0, 1895.0]>",blue,21,4,
Benjamin Templeton,Benjamin Templeton,"<[1830.0, 1895.0]>",blue,12,1,
Wm. Wilson,Wm. Wilson,"<[1830.0, 1895.0]>",blue,12,1,
William J. Wilson,William J. Wilson,"<[1830.0, 1895.0]>",blue,12,3,
M. M. Clark,M. M. Clark,"<[1830.0, 1895.0]>",blue,12,1,
T. G. Campbell A. H. Adams,T. G. Campbell A. H. Adams,"<[1830.0, 1895.0]>",blue,12,1,
W. J. Watkins,W. J. Watkins,"<[1830.0, 1895.0]>",blue,12,2,
David H. Jackson,David H. Jackson,"<[1830.0, 1895.0]>",blue,12,1,
A. N,A. N,"<[1830.0, 1895.0]>",blue,12,1,
F. T. Newsome,F. T. Newsome,"<[1830.0, 1895.0]>",blue,12,1,
W. C. Munroe,W. C. Munroe,"<[1830.0, 1895.0]>",blue,12,1,
Gloster,Gloster,"<[1830.0, 1895.0]>",blue,12,1,
J. G. Bowers,J. G. Bowers,"<[1830.0, 1895.0]>",blue,12,1,
G. T. Downing,G. T. Downing,"<[1830.0, 1895.0]>",blue,12,1,
Driver,Driver,"<[1830.0, 1895.0]>",blue,12,1,
T. Downing,T. Downing,"<[1830.0, 1895.0]>",blue,11,4,
Boyd Parker,Boyd Parker,"<[1830.0, 1895.0]>",blue,12,1,
M. F. Newsome,M. F. Newsome,"<[1830.0, 1895.0]>",blue,12,1,
Cass,Cass,"<[1830.0, 1895.0]>",blue,12,1,
Samuel Aaron,Samuel Aaron,"<[1830.0, 1895.0]>",blue,12,1,
A. Dewey,A. Dewey,"<[1830.0, 1895.0]>",blue,12,1,
H. O. Wagener,H. O. Wagener,"<[1830.0, 1895.0]>",blue,12,1,
L. Tillman,L. Tillman,"<[1830.0, 1895.0]>",blue,12,1,
Josephus Fowler,Josephus Fowler,"<[1830.0, 1895.0]>",blue,12,1,
L. Woodson,L. Woodson,"<[1830.0, 1895.0]>",blue,12,1,
Madam,Madam,"<[1830.0, 1895.0]>",blue,12,1,
Garnetts,Garnetts,"<[1830.0, 1895.0]>",blue,12,1,
Dear Brethren,Dear Brethren,"<[1830.0, 1895.0]>",blue,12,1,
Augusta,Augusta,"<[1830.0, 1895.0]>",blue,12,2,
J. H. Wilson,J. H. Wilson,"<[1830.0, 1895.0]>",blue,12,1,
M. D.,M. D.,"<[1830.0, 1895.0]>",blue,12,2,
Henry Mckinney,Henry Mckinney,"<[1830.0, 1895.0]>",blue,12,1,
Hale,Hale,"<[1830.0, 1895.0]>",blue,12,1,
Julian,Julian,"<[1830.0, 1895.0]>",blue,12,1,
Fugitive Bill,Fugitive Bill,"<[1830.0, 1895.0]>",blue,12,1,
Wil,Wil,"<[1830.0, 1895.0]>",blue,12,1,
Mccrummel,Mccrummel,"<[1830.0, 1895.0]>",blue,12,1,
G. M. Willis,G. M. Willis,"<[1830.0, 1895.0]>",blue,12,1,
R. D. Willis,R. D. Willis,"<[1830.0, 1895.0]>",blue,12,1,
Gaines,Gaines,"<[1830.0, 1895.0]>",blue,17,3,
Joseph C. Holley,Joseph C. Holley,"<[1830.0, 1895.0]>",blue,12,1,
Bradford King,Bradford King,"<[1830.0, 1895.0]>",blue,12,1,
T. Thomas,T. Thomas,"<[1830.0, 1895.0]>",blue,12,1,
W. H. Channing,W. H. Channing,"<[1830.0, 1895.0]>",blue,12,1,
J. H. Hurley,J. H. Hurley,"<[1830.0, 1895.0]>",blue,12,1,
H. C. Smith,H. C. Smith,"<[1830.0, 1895.0]>",blue,12,1,
J. B. Sanderson,J. B. Sanderson,"<[1830.0, 1895.0]>",blue,11,4,
Abraham C. Rice,Abraham C. Rice,"<[1830.0, 1895.0]>",blue,12,1,
Jehiel C. Beeman,Jehiel C. Beeman,"<[1830.0, 1895.0]>",blue,12,1,
Amos G. Beeman,Amos G. Beeman,"<[1830.0, 1895.0]>",blue,12,1,
John Freeman,John Freeman,"<[1830.0, 1895.0]>",blue,12,2,
James D. Bonner,James D. Bonner,"<[1830.0, 1895.0]>",blue,12,1,
John T. Brittain,John T. Brittain,"<[1830.0, 1895.0]>",blue,12,1,
Holland,Holland,"<[1830.0, 1895.0]>",blue,12,1,
Boor,Boor,"<[1830.0, 1895.0]>",blue,12,1,
Booress,Booress,"<[1830.0, 1895.0]>",blue,12,1,
Stout,Stout,"<[1830.0, 1895.0]>",blue,12,1,
John Adams,John Adams,"<[1830.0, 1895.0]>",blue,12,1,
Caffres,Caffres,"<[1830.0, 1895.0]>",blue,12,1,
Stollz,Stollz,"<[1830.0, 1895.0]>",blue,12,1,
Slambie,Slambie,"<[1830.0, 1895.0]>",blue,12,1,
Islambi,Islambi,"<[1830.0, 1895.0]>",blue,12,1,
Makanna,Makanna,"<[1830.0, 1895.0]>",blue,12,1,
Kraals,Kraals,"<[1830.0, 1895.0]>",blue,12,1,
Gaika,Gaika,"<[1830.0, 1895.0]>",blue,12,1,
Dushani,Dushani,"<[1830.0, 1895.0]>",blue,12,1,
Kongo,Kongo,"<[1830.0, 1895.0]>",blue,12,1,
Cobden,Cobden,"<[1830.0, 1895.0]>",blue,12,1,
R. Cobden,R. Cobden,"<[1830.0, 1895.0]>",blue,12,1,
Joseph Sturge,Joseph Sturge,"<[1830.0, 1895.0]>",blue,12,1,
Birkenhead,Birkenhead,"<[1830.0, 1895.0]>",blue,12,1,
Cornet John Rolt,Cornet John Rolt,"<[1830.0, 1895.0]>",blue,12,1,
Lancaster,Lancaster,"<[1830.0, 1895.0]>",blue,12,1,
Glover,Glover,"<[1830.0, 1895.0]>",blue,12,1,
Lieutenants Robinson,Lieutenants Robinson,"<[1830.0, 1895.0]>",blue,12,1,
Propontis,Propontis,"<[1830.0, 1895.0]>",blue,12,1,
Dennett,Dennett,"<[1830.0, 1895.0]>",blue,12,1,
Pears,Pears,"<[1830.0, 1895.0]>",blue,12,1,
Julius Caesar,Julius Caesar,"<[1830.0, 1895.0]>",blue,10,2,
Cathcart,Cathcart,"<[1830.0, 1895.0]>",blue,12,1,
John Bull,John Bull,"<[1830.0, 1895.0]>",blue,12,1,
W. Mclain,W. Mclain,"<[1830.0, 1895.0]>",blue,12,1,
Mclain,Mclain,"<[1830.0, 1895.0]>",blue,12,1,
Anglo Saxon,Anglo Saxon,"<[1830.0, 1895.0]>",blue,12,1,
Norman,Norman,"<[1830.0, 1895.0]>",blue,12,2,
Saxon,Saxon,"<[1830.0, 1895.0]>",blue,17,3,
Heren,Heren,"<[1830.0, 1895.0]>",blue,12,1,
Lyon,Lyon,"<[1830.0, 1895.0]>",blue,12,1,
King Boombo,King Boombo,"<[1830.0, 1895.0]>",blue,12,1,
Boombo,Boombo,"<[1830.0, 1895.0]>",blue,12,1,
J.W.C. Pennington,J.W.C. Pennington,"<[1830.0, 1895.0]>",blue,15,3,
1854.CT-09.27.MIDD.txt,1854.CT-09.27.MIDD.txt,"<[1854.0, 1854.0]>",red,15,18,1854
E. D. Bassett,E. D. Bassett,"<[1830.0, 1895.0]>",blue,15,1,
Wilbur Fisk,Wilbur Fisk,"<[1830.0, 1895.0]>",blue,15,1,
John Wesley,John Wesley,"<[1830.0, 1895.0]>",blue,15,2,
Junior,Junior,"<[1830.0, 1895.0]>",blue,15,1,
S. P. Dole,S. P. Dole,"<[1830.0, 1895.0]>",blue,15,1,
Wm. L. Garrison,Wm. L. Garrison,"<[1830.0, 1895.0]>",blue,15,1,
A. G. B,A. G. B,"<[1830.0, 1895.0]>",blue,15,1,
Fisk,Fisk,"<[1830.0, 1895.0]>",blue,15,2,
1854.MA-01.02.BOST.txt,1854.MA-01.02.BOST.txt,"<[1854.0, 1854.0]>",red,11,61,1854
L. A. Grime,L. A. Grime,"<[1830.0, 1895.0]>",blue,11,1,
Joel W. Lewis,Joel W. Lewis,"<[1830.0, 1895.0]>",blue,11,1,
Nestor P. Freeman,Nestor P. Freeman,"<[1830.0, 1895.0]>",blue,11,1,
Leonard A. Grimes,Leonard A. Grimes,"<[1830.0, 1895.0]>",blue,11,1,
Henry Hatton,Henry Hatton,"<[1830.0, 1895.0]>",blue,11,1,
T. H. Ringgold,T. H. Ringgold,"<[1830.0, 1895.0]>",blue,11,1,
Perry Adams,Perry Adams,"<[1830.0, 1895.0]>",blue,11,1,
Henry O. Remington,Henry O. Remington,"<[1830.0, 1895.0]>",blue,11,1,
Wilham H. Woods,Wilham H. Woods,"<[1830.0, 1895.0]>",blue,11,1,
H Ringgold,H Ringgold,"<[1830.0, 1895.0]>",blue,11,1,
Grimes,Grimes,"<[1830.0, 1895.0]>",blue,20,4,
Thomas H. Ringgold,Thomas H. Ringgold,"<[1830.0, 1895.0]>",blue,11,1,
Perry F. Adams,Perry F. Adams,"<[1830.0, 1895.0]>",blue,11,1,
William H. Woods,William H. Woods,"<[1830.0, 1895.0]>",blue,11,1,
H. Ringgold,H. Ringgold,"<[1830.0, 1895.0]>",blue,11,1,
Jeremiah B. Sanderson,Jeremiah B. Sanderson,"<[1830.0, 1895.0]>",blue,11,1,
Ringgold,Ringgold,"<[1830.0, 1895.0]>",blue,11,1,
