Name,x,y
Fordyce Rice,22.599848,25.873936
R. L. Isaacs,50.14619,58.08826
L. S. Simmons,48.668278,60.86382
Isaac Swett,19.34952,-6.6551642
J.A. Harris,19.062065,-15.381077
Ed,12.852829,76.33199
Henry Petty,88.02158,-5.41212
B.K. Sampson,-42.26909,-66.57544
Wm. H. Johnson,-36.422783,-67.91953
Theodosia Gilbert,21.973076,24.044031
G. W. Clark,23.762636,25.989761
S. Cotton,49.756584,58.776287
A. Z. Wheeler,49.03918,55.623447
Richard Hall,9.657946,77.15272
Haynes,8.099752,81.174446
David Seals,7.091641,81.42071
James Allen,5.6754446,78.40146
Rainey,50.446167,-52.350937
George H. Amos,-44.647057,60.601482
Martin Heim,-46.277023,66.152245
J. W. Bowers,-75.588615,-1.7804694
J. C. Beman,-63.47541,-3.5685081
Spellman,-17.166754,22.682463
George W. Francis,-63.454437,-2.3001933
Elymus P. Rogers,-20.004036,19.908548
M. Hanmer,83.15184,-5.6831245
J. A. Sailor,80.58013,-2.780135
D. Anderson,79.60175,-3.4579313
W. S. Williamson,81.712975,-4.1688085
J. T. Rapier,49.782616,-50.182396
G. Stanly Pope,61.816364,-36.42372
Perry Mathews,48.421764,-48.73379
J Lisle,44.274906,25.494324
J. H. Kelley,56.78033,-49.919216
Rush,-43.458176,26.284271
Theodore J.B. London,-43.137424,26.260683
G. Garrison,-19.029219,20.68519
Johannes Kepler,-16.680038,23.28608
H. S. Merriman,-14.3582535,24.932283
S. M. Africanus,-21.095201,20.376108
Francis Cisco,-17.450077,22.790565
J. Mercer Langston,-30.315165,-66.09203
Jehial C. Beman,-15.223432,-48.165035
Kenny,-44.613773,-4.4722047
John Harrison,-53.41362,-3.1131403
William H Topp,-49.410877,-0.38121393
H. Topp,-55.37066,-5.4946084
Amos Gerry Beman,-59.104576,-8.098939
Wm H. Topp,-55.320988,-5.3649597
Sterling Heathcock,3.7138119,-62.428997
John I. Gaines,-10.474007,-60.687386
Savior,-15.204781,-45.541893
Bradford King,-19.051983,-51.340347
M. W. Gibbs,8.864736,70.81083
Gibbs,-37.859505,-58.707256
Lewis Woodson,-51.09911,54.75178
W. Brown,-3.43911,-25.17091
J. W C. Pennington,-6.161629,-24.168816
Charles Lennox Remond,-3.919163,-27.036833
Warren,-6.876364,-65.53326
Chase,-33.940205,-72.408745
E. Weaver,-34.140118,-70.664566
N. Orleans,-44.13627,-71.66769
James Cochran,-46.5385,-71.86039
Jackson Pike,12.522918,-58.269638
W. H. Burnham,-2.3661122,-67.163315
Pugh,12.424394,-59.29758
Edward Tiffin,11.664738,-57.03139
Elkins,-38.41608,-66.65838
Abram Smith,-39.748188,-65.81691
Jacob C. White,-42.10052,-62.498405
Reese,-73.89618,-3.027525
P. Mcintyre,-18.245264,-3.566483
Edward H. Bishop,-21.144814,-2.5436504
W. Gardner,-60.302628,28.050285
Jacob Deyes,-49.852272,30.770313
Thomas L. Jennings,-63.7348,26.734856
A. F. A. Pope,59.326576,-44.037323
W. H. Mitchell,57.161972,47.997627
J. D. Payne,58.56316,50.831867
Albert Williams,48.96245,59.69975
Robert Armstrong,51.215256,53.39323
Henry Green,48.627983,57.853603
H. A. Wells,59.12502,47.85667
M. G. Turner,60.93386,-42.87529
D. Wadkins,59.210907,-44.147884
Simon Daniels,64.13983,-43.258465
Burley Jones,64.51986,-40.098633
Bonaparte,61.728004,-45.70033
Mo -- Deaths,53.382206,-44.67521
G. Moragn,42.403767,26.807316
Jabez P. Campbell,-76.877655,-8.309316
Jp Campbell,41.77074,25.937748
Isaiah Clifford,41.87682,27.529293
E. George,-31.520905,-22.289972
Samuel Lawyer,-28.9132,-20.46648
Videl,-31.691542,-22.59563
A. James,-25.26162,-17.519869
John Carasaw,-25.790262,-19.740837
Tobias Harklis,-27.31136,-19.848104
John Merry,57.805435,-42.675762
Klosterman,56.726486,-49.67713
J. B. Bosley,67.836235,-35.238186
W. James,68.451195,-38.80212
Gregory,59.564342,-45.386055
Bass,19.279762,-14.164189
Newbern,-33.93829,-72.39908
Stehen Smith,-49.498486,66.84449
Daniel Colly,-80.13546,-2.6316614
Addison W. Lively,-77.48207,-3.1763551
Wm. J. Watkins,-74.04691,-7.0123796
S. Myers,-58.492855,-27.75458
William Rich,-55.67326,-24.381218
W. Julian,23.595825,8.466456
Arnold,22.91975,6.0600505
T. Pollock,-3.97556,-26.643465
George Allen,-1.6374619,-6.0934043
William Wharton,-49.92457,26.062391
Chas Van Hoosen,-44.70844,-3.7963502
William Meads,-54.164383,-4.253286
Horn,-52.14583,-5.33062
Henry Morton,-49.72721,-2.699734
Peter Constantine,-46.62253,-2.8600633
Van Rensselaer,-53.0281,-5.3534245
Nathaniel Holland Danbury,-15.508245,21.57544
George Fairweather,-16.3776,22.23838
J.L. Smith,-14.605619,23.849775
S. N. Africanus,-21.519077,18.491646
J. Scott,-17.145117,21.841543
John E. Burr,-16.552694,-46.37215
C. P. Rogers,-46.074516,64.07132
Joseph Green,-47.371082,63.25995
Levi Naylor,-47.13934,62.185867
Richard Thompson,-55.68889,-29.280031
Wm. P. Johnson,-57.122856,-29.098387
Jermanus Loguen,-42.687138,-29.664925
Francis Daniel Pastorious,61.353878,-37.51189
John Lang,49.8922,-51.417927
G. B. Antoine,55.558907,-44.90875
John G. Fee,52.49347,-46.607513
R.G.L. Paige,64.08437,-37.019466
T. Tanner,53.52948,-51.75536
W. Miller,8.858865,87.76001
W. F. Courts,14.721022,84.00281
N. F. Henry,6.8241735,82.17785
W. Booth,19.024942,87.16824
G. W. Smith,48.814686,51.254707
S. S. Campbell,51.961727,55.720608
A. Wheaton,23.17378,25.29543
J.W. James,66.76313,-40.016235
Blyden,56.982014,-45.65289
L. A. Roberts,65.15672,-42.53216
Allan,57.4284,-46.565353
Courtland,62.987606,-39.041363
Robert Garrison,24.0037,-90.619385
A. W. Niles,25.09953,-89.46196
Jacob Dickson,26.963419,-89.86164
Joseph Newit,-6.4206886,-2.591778
Peter Coraway,82.06539,-2.1443071
Omeka,91.85298,-5.4142623
J. Skipworth,95.95107,22.307705
Moses A. Jackson,-51.51473,-1.6312594
Lewis Putnam,-53.3022,-3.1495268
Stephen Myers,-60.13977,-28.398647
William W. Whipper,-77.28839,-2.7910197
Joel Ware,-73.54795,-2.1273818
J. Bonner,-76.362946,-3.140737
W. J. Hodge,-75.999954,-5.1758986
D. P. Stokes,19.327179,87.075
A. Vaniel,-9.057957,78.66986
Isaac Johnson,-7.887713,78.758865
Charles H. Mcdougal,-4.4114084,78.87173
A. J. White,-7.9336147,78.260086
Frederic G. Barbadoes,-8.254205,78.52813
Alfred J. White,17.18579,85.27728
A. Turner,56.064003,-9.23893
Turner Roberts,56.037167,-9.42615
John Crowder,56.609528,-10.030609
Floyd,57.018265,-7.3786035
D. Johnson,57.315277,-7.725082
D. N. Mcdowell,57.97721,-8.023711
Gentry,68.655815,-36.475044
H. Greene,62.42308,-38.794106
Randall Brown,50.750553,-51.349545
F.L. Barnett,64.72994,-42.19582
Geo H Baltimore,-45.603893,-4.0373216
York La Tour,-42.755154,-27.340502
J. H. Bishop,-44.257145,-29.545734
Thomas James,-45.397472,-59.087574
J. H. Barguett,17.060131,-32.84939
J. W. Cromwell,62.691372,-40.488586
J. H. Walker,67.19825,-39.884563
D. E. Asbury,47.325306,-51.230434
Tom Paine,60.16871,-44.31058
Wylie,59.865334,-40.01371
J. C. Embry,58.752357,-45.320984
E. A. Booth,7.2322206,78.05408
Fortie,2.8075902,78.14319
I. P. Gibbs,17.50337,86.49565
John Tyler,-15.596704,74.32711
Wm. H. Yates,-16.900434,74.92719
Peter W. Cassey,-12.477658,70.65732
Edward W. Parker,-16.74974,76.74859
H. Yates,-14.056579,74.135124
N. Bedford,-15.426607,79.04547
J. D. Pattison,-1.6742234,-70.81637
J. W. Stuart,-1.1903663,-71.128815
Charles B. Colly,-38.23267,-67.17605
O.C. Hughes,-45.504223,-70.91259
Yancy,0.90166295,-62.60465
A. Dewey,-17.098362,-45.16935
W. J. Watkins,-61.79441,-4.8205833
Franklin Turner,-72.47215,-4.978036
J. C. White,-73.992424,-3.3194797
Lovejoy,38.64009,-18.086605
Sharon,39.35963,-17.45356
William Smith,40.086163,-21.077038
Alex. Smith,19.791786,-34.190136
E. Gordon,19.355661,-37.628727
Frederick Olney,-51.735,-28.709122
Benjamin F. Pulpress,2.784533,46.79254
Burley,0.58176917,49.391834
Charles W. Nighten,2.3088665,47.48788
Solomon Cooper,4.195722,47.232426
W. Arnett,4.2069697,49.230392
George W. Buck,-0.520008,48.087025
George Barnes,0.94940364,46.475327
Wm. T. Barks,-0.16493934,47.2873
Nesbit,1.6022063,47.728706
Simpson,1.2900745,-64.166374
George R. Williams,-3.2343404,-68.85689
Yancey,0.15828492,-69.42686
H. Ford,-0.069975056,-70.584274
Copeland,-3.006356,-69.30822
D. L. Moss,-0.063822545,-69.53979
Monroe Jones,-1.7663217,-70.54856
G. R. Williams,0.2676027,-68.51727
Allen Jones,7.438193,-41.60205
Fitzgerald,6.6923156,-41.216663
Dayton,7.1480455,-41.247307
L. Watson,6.9815574,-40.96456
William Ruth,7.7035303,-38.950516
Ferdinand L. Barnett,65.42737,-45.64002
Hamilton Gray,-49.560413,63.196304
J. C. Fortie,-44.947365,62.368465
T. James,-43.7244,-26.584723
Francis Baker,-43.044746,-29.36235
T. Harris,-44.31251,-27.175058
J. C. Mathews,-54.38355,25.416157
Joseph Burton,-69.943016,27.94977
Charles W. Gardner,-70.36131,24.920801
A. B. Slater,1.0798849,2.365669
Duffin,-3.1695266,0.69343454
J. N. Still,-59.19006,-4.820092
Jason Jeffrey,-7.906407,-24.942871
George Morse,-0.4461713,3.0678184
Nelson,11.474561,86.86207
J. J. Butler,4.723764,78.41253
H. O. Wagoner,-14.033643,-53.032684
Niles Register,-15.836069,-48.750443
T. Thomas,-19.1389,-48.640247
J W. Loguen,-17.907513,-45.900627
John Averitt,56.45581,-43.54007
Maney,82.19586,-1.566008
Byzer,89.88771,-5.4502645
Gen Wm. B. Stokes,83.67656,-3.8349931
Joyner,84.75804,-1.8128313
J.C. Mathews,64.631256,-43.236515
J. F. C. Snarden,50.83611,-47.954147
M. Bentley,49.158916,-51.396423
Thomas Thompson,-28.838913,-21.83103
J. E. Grant,-48.949978,-28.902063
M. Dougee,-53.705402,-28.614443
Marah,-54.307583,-28.70313
J. Thompson,-43.284893,-26.341726
A. Elston,-43.103756,-27.17582
Marion,52.76762,-49.37901
J. H. Townsend,13.535271,89.42
Hall,15.1363125,87.71094
Spears,68.70384,18.308113
Meriwether,66.897835,17.888905
M. Singleton,4.121347,49.67408
Octavius V. Catto,-39.54075,-62.90213
A. M. Taylor,0.36720514,-71.75098
J. Taylor,-1.7862912,-70.884735
C. P. Todd,48.133366,2.9228683
Delany,-20.182037,42.69962
A. Aray,38.4091,-17.681087
Wm. Lambert,38.420387,-20.160772
George W. Tucker,37.59219,-19.142765
Strabo,38.959328,-19.343496
Christopher Greene,-0.13184689,-67.69739
David Lewis,15.18499,88.619644
Moses F. Van Leer,-50.031494,-28.588942
Jeffrey Van Clief,-50.311115,-28.90566
Wm. Jackson,-2.531276,-62.651268
Lawrence W. Minor,-0.82470036,-64.62726
P. Morgan,2.0134282,-61.349808
John Quincy Adams,-12.586288,-56.14596
S. Mason,-1.1918447,-64.754364
J. W. Guy,96.009964,23.032282
Davis,-34.028454,-68.1395
Henry Highland Garnit,-4.860813,-29.250875
W. H. Yancy,-5.424707,-26.286827
Remond,-68.65264,0.7712769
George Hogarth,-62.831898,17.68095
Joseph Pindall,-6.86024,78.08059
William H. Yates,-4.419805,78.16376
Isaac Morton,-3.7536495,77.68187
Ben Min Young,-8.130556,79.03904
J. Moore,19.048428,86.88145
Ferguson,9.5676155,81.3557
John L. Griffith,-17.496708,45.891098
M.W. Gibbes,-15.681644,48.88209
J. J. Dickson,-16.628273,46.20121
Samuel Van Brakle,-69.19832,-0.5071611
John W. Lewis,-78.21016,-6.212973
Peter Small,23.243685,-91.72305
George E. Pugh,11.554694,-57.503216
William Goodell,20.712261,24.98949
J.J. Symonds,5.1411386,-1.3712392
G.C. Levere,8.283319,-1.9021205
Taney,42.46863,-48.914825
J. Sella Martin,-35.073174,-66.04783
J. D. Richards,-39.465336,-68.90397
Bishop Hughes,-37.815132,-58.64369
John W. Prout,-50.990852,28.713728
Richard Howell,-66.383446,28.696598
Wm. Lewis,-58.293594,23.061375
William H. Seward,-31.959333,-66.75103
Frazer,-45.123352,23.383776
Eddy,-60.129974,30.774517
Perry Miller,-15.988827,47.53862
William Spence,-18.724655,47.324223
P. C. Murphy,52.406036,-49.438374
J.H. Burrus,66.365364,-35.370304
Devens,56.040882,-48.992218
David Ripley,52.639454,-51.20286
James T. Rapier,64.14839,-41.70329
Don Carolos Hall,-38.58939,29.355627
J.W. Allen,-38.93882,28.677984
Robert Cowley,-74.48202,27.993038
C. Munroe,-62.33605,21.013618
W. Duffin,-10.594342,-28.649336
J. Sharpe,-7.1332307,-27.906479
N. Y. City,-5.5464754,-28.219671
Albert Outley,-3.9383419,-28.054564
Thomas Pollock,-8.888355,-29.27474
R. Robertson,-8.804704,-26.285774
James M. Fells,-49.03778,66.93724
W. F. Anderson,61.06408,-32.53515
Edward Shaw,88.628685,-3.9258854
Robertson,48.661407,52.50358
Oliver Williams,68.91824,17.739668
Jacob See,63.072998,15.072249
Turpin,65.06904,13.997096
J. H. Hurley,-14.853615,-47.643192
H.H. Garnet,-45.331516,-59.246735
E. K. Spence,83.84214,-5.192913
J. H. Sailor,88.39194,-5.073382
Benjamin Franklin,17.401463,83.46393
Armstead Pollock,14.112154,83.26663
E. Vincent,6.0929084,82.4481
Wilson,49.189472,50.38745
John Braden,85.66164,-4.1139507
John Claiborne,87.488594,-5.0982265
Henry Jones,83.783966,-3.3184657
G. W. Lanier,86.50988,-3.0660698
J. M. Shelton,89.99103,-4.3477726
R. D. Williamson,85.77926,-5.744032
G. Lewis,-1.935406,11.289735
R. Thomas,-44.91125,57.48685
Benjamin Stewart,-1.7875178,11.678855
John Lyles,-42.623127,-1.4272456
Griffen Griffin,-40.911022,-2.0961654
J Schuyler,-49.2027,-3.9485857
William C. Nell,-58.906734,-6.352786
Henry Beverly,-77.01166,-1.8855139
Wears,-75.35899,-0.8685105
Jefferson Fitzgerald,37.155594,-21.261868
Freedman,23.439991,-4.7503185
W.G. Robinson,22.943861,-4.6429443
Randall D. Kenney,-47.632282,-2.564288
Amos G Beman,-42.96914,-1.9016594
Luke Lathrop,-66.010056,27.00014
Joseph Pierce,-42.52737,25.796717
Great Jehovah,-44.009727,25.14937
Thomas S. Thompson,-37.646183,27.876783
New-Bedford,-41.262096,24.57594
Todd,-49.00073,26.270958
Arthur Waring,-74.08569,27.799011
James Cornish,-69.035614,27.769224
Peter Voglesang,-69.25175,28.841625
Nathan Johnson,-71.529526,24.969723
J. M. C. Smith,-49.99331,-4.1742945
P.B. Randolph,-44.366695,-70.629326
Henry Moore,-42.983128,-66.83146
Joseph C. Holley,-20.420328,-50.661396
Edmund Kelly,-71.19608,-2.7293077
Frances A. Duterte,-72.04601,-4.3254204
Edward Young,-73.26249,-2.9556432
Aaron Still,-72.21883,-2.8171997
Peter M. Gray,-69.73588,-4.0505705
Peirce,-49.56482,29.120058
R. I.,-75.57862,-4.112098
Joshua P. B. Eddy,-60.028957,30.730108
A. Talbot,23.769344,-89.71812
Charles Pier,25.935648,-92.221794
A.W. Niles,15.27187,-3.9583638
Wesley,51.718185,-41.325134
Christopher Allen,23.170782,-92.61104
N. H.,26.804781,-90.51823
Powell,-30.120012,-22.381454
J. W. Randolph,-29.09621,-19.755978
R. H. Rollins,23.17462,-36.673485
H. Ford Douglass,-5.011813,-65.53255
Queen Victoria,-0.13991359,-62.91986
L. M. Jenkins,-3.911712,-63.523705
Hiram Johnson,-24.234558,0.21787088
Charles,-22.967754,-0.6139286
Fenton M. Harper,12.301314,-58.106934
G. R. Townsend,55.38874,50.879074
Rusk,45.638863,60.762894
N. H. Haller,57.734898,52.27749
V. Nora Allen,50.769604,53.785526
W. F. Yardley,61.03279,-32.548714
W. B. Higginbotham,61.377945,-42.99414
Allensworth,55.70605,-51.612606
Chas,42.431362,-46.40944
Stewart,46.45442,-45.803787
Kay,8.353893,3.4543908
J B. Vashon,-8.072094,-28.875576
Henry Thomas,-5.932505,-28.107943
H. C. Turner,-49.13344,62.568916
Williams B. Adams,-49.030914,62.797066
Minius Lyman,-15.170796,24.865562
Augustus Washington,-54.423122,-27.359602
P. Vandivere,-25.592197,-2.5231876
William Goffe,-19.84482,-2.45562
B.S. Anderson,-7.4593396,-24.710062
Starkey,-16.471964,77.99152
H. Newby,17.108992,86.254005
Wm. Roberts,-0.66442746,-62.884605
David Jenkins,-9.987763,-61.970757
J. Wagner,42.194157,24.630877
Wilson Patterson,0.11321626,46.203495
L. H. Putnam,-39.677402,-66.49281
Charles Howard,-1.2302538,47.399418
D. Forten,1.2100768,44.766285
G.W. Dimey,5.1205425,50.081062
Lawrence,11.266671,86.880226
R. Banks,2.1191947,83.5311
O. D. Jenkins,-5.631583,-29.531675
W. Sanders,-9.248273,-24.384495
F. Piere,-8.509787,-24.069918
Burleigh,-45.981285,61.53125
Joseph Thomas,-44.24043,57.54041
John B. Roberts,-49.916668,67.83777
T. Watkins,-44.891987,61.917374
G. H. Clay,66.038795,-42.121105
Horace Greeley,42.65989,-48.842857
F. Van Vranken,-55.414944,-27.451258
Wandell,-45.688084,-27.317085
Augustus Gifford,-51.087006,-28.681519
W. Johnson,-50.728436,-31.137348
J. N. Gloucester,-4.15484,-28.378674
H. H. Garnit,-5.0837555,-25.965883
Robert J. Taylor,-55.153442,25.283392
Griffen Griffins,-47.568054,-2.7053857
C. Nell,-57.555756,-5.590459
Wm. C. Munroe,-12.801064,-45.193714
J. Granbia,-6.306759,-25.421633
S. W. Benedict,12.463044,-5.207079
William Hamilton,-72.18603,27.241552
John B. Dupuy,-48.35859,25.812227
Elliot Cresson,-43.543633,27.430006
H. Ogdeu,-44.437145,26.594376
Charles Marriott,-48.05141,26.059845
N. J.,-63.318405,18.839804
Charles H. Leveck,-70.53035,28.598116
J. Bruce,8.523076,-58.126976
Wm. Walden,9.409126,-60.30313
J. H. Williams,7.157024,-60.182606
George Reynolds,8.110469,-59.525394
A. J. Scott,5.569939,-59.99786
D. Jenkins,-9.830808,-62.182915
Samuel Elliott,-70.068565,27.577085
J. C. Ellis,52.810913,55.480396
N. C. Carter,48.913456,61.276028
W. R. Jamesison,53.810238,55.78978
Josiah C. Wears,-74.4745,-3.570481
George Brown,-7.469285,-4.1393766
Lewis Jackson,-55.2262,-5.6913257
Jonathan Lopeman,-74.15224,-1.0523723
William Custis,-79.67953,-2.234317
J. Bird,1.4228683,-61.76138
Reuben Wood,-0.74121904,-62.64174
J. Parnell,1.0241199,-63.649265
L. Harper,-47.818214,-7.736191
Henry H Garnet,-45.424137,-4.212269
Geo W Gordon,-52.413258,-2.7610936
Peter G. Smith,-47.77179,-3.073142
Alex Crummell,-57.715595,-27.61945
M. R. Rodgers Webb,57.296265,47.883762
E. A. Patton,57.14127,51.954365
J. A. L. Lowery,52.759,53.11402
J. W. Jamerson,45.545776,60.23482
C. B. Stephens,50.7004,53.555305
D. L. Whitney,45.73039,61.464787
W. M. Swanson,50.278908,56.308514
T. Brown,2.6698456,-70.42125
L. W. Minor,-0.659142,-69.84886
Artis,-0.7059727,-69.82188
Hayden,-50.870815,0.6892615
B. L. Read,9.81805,5.188186
W. G. Hudson,10.227832,5.016715
W. Hardy,39.086777,-18.61287
Napoleon,53.230347,-39.572926
T. Green,52.389477,-44.91848
Levi Day,0.3054541,-65.94957
Caius Caesar Germanicus,-1.1466576,-63.679432
W. D. Harris,7.7699323,-59.76714
Archimedes,37.123817,2.7507064
Alfred Mason,37.191208,4.123201
Messr,-0.3663252,2.7690442
Duffins,-0.37623796,3.0221684
Amos A. Freeman,0.18133672,2.9972222
Briggs,-12.316772,70.55099
Roger B. Taney,-18.290487,76.111435
Hughes,-49.903725,37.12059
Blount,-43.13051,26.460636
Daniel B. Brownhill,-59.19759,26.645628
James Needham,-43.905544,-63.06999
James N. Hayne,51.60623,-46.883057
J. R. Rowland,48.628677,-50.542763
Newbys,14.861846,81.07337
E. P. Duplex,19.334124,87.78509
James Nicholas,-8.569828,78.7571
B. Sanderson,6.2189145,80.02258
Charles Gibson,11.140849,80.790886
Wm. J. Wilson,-19.787828,-51.890354
R. D. Kerndey,-5.818784,-4.1853356
Francis Thompson,-58.65413,-27.468039
Cattskill,-47.475456,-27.538794
S. V. Berry,-42.008633,-28.163246
Gates,19.71778,-15.626609
Adrian,-46.951508,-71.45165
Chas C Seth,-53.26483,-4.409655
E. Myres,25.118,-89.25053
Winthrop,23.048397,-93.75756
Mcintosh,-10.102388,-26.01689
Madison,22.526009,-38.469753
Jane,-5.095852,-3.6169052
J. Anderson,46.86629,25.005814
Pythagoras,37.871216,-18.619276
Thomas Clarkson,37.751263,-18.316261
Rev A. N. Freeman,25.63484,-93.17814
J. Roberts,25.82667,-92.33048
Eben Ruby,23.579891,-93.71802
George Iii,-18.229788,71.74867
C. B. Bass,13.215329,81.31933
G. W. Miller,5.6031013,78.82397
Moore,14.97783,88.829124
P. Kellingworth,-14.420127,73.35089
A. H. Richardson,22.752245,-36.483147
Overton,16.399515,-30.622894
North Benson,62.85044,16.610283
T. J. Vanarsdall,64.28214,14.651843
Howard Gilbert,67.0382,16.723507
James Gaines,70.17414,19.47037
Jerry Laws,63.54399,15.13362
Frank Searey,69.40064,18.250383
W. J. Smith,53.091633,50.783947
D. J. B. Scott,49.740116,61.20678
Carrie Washington,53.909348,55.24918
F. W. Gross,53.17701,56.660427
P. S. Peterson,59.31224,49.954155
E. A. Paton,48.475468,56.43373
F. Harris,27.443346,-4.934518
Perkins,51.79588,-39.39433
R. S. Stout,55.999714,53.13083
Charles Towell,54.718708,52.764343
W. E. Miller,59.240448,48.846092
M. Q. A. Fuller,54.932896,48.907475
Sanderson,18.405777,87.604454
O.V. Catto,0.67207605,45.52496
A.M. Green,1.157612,46.8666
Abram J. Morrison,-43.113125,-62.256435
John Braddock,-70.86748,-4.9871726
William Moore,-74.52894,-1.9558285
C. L. Remond,-62.45765,-5.2035866
Valentine Brown,-15.507629,46.765102
Blair,-4.5691204,47.433323
F.C. Lippins,-44.51696,-68.34433
William F. Murray,-37.615585,-67.67442
P. A. Bell,-68.70065,0.6475208
Philander Pitts,-18.913942,18.797289
Robert J. Cowes,-15.408851,23.264713
Baltimore Sun,26.04952,-5.8102975
Williamson,-78.43814,-5.808783
John Charles Fremont,3.8268614,-4.5006022
Wm. Rich,-56.15735,-27.813442
Henry C,-44.74924,61.240788
Jacob Butler,36.916172,4.8079214
Alex Clark,37.138176,4.836966
J. Neal,37.275814,4.8926654
W. J. Stevens,48.387688,-50.34359
J. G. Baugh,62.401554,-43.64018
Lewis Overton,19.430656,-29.759315
Kane,20.372032,-31.072147
Rand,-6.31385,-3.9058914
Passmore Williamson,-73.340546,-6.8828716
John Mercer Langston,-6.8298283,-64.76785
Samuel Jones,-3.5007856,-64.73031
Jos. A. Nelson,3.1376042,46.00534
M.W.L. Knox,1.2492505,47.734276
Carter,-16.90517,70.130295
R. Johnson,-55.124332,-4.1352997
J H Henderson,-51.691364,-4.335247
Roland G. Robinson,-51.741302,27.433487
J. J. Pindall,7.419372,80.52341
W.H. Holmes,3.0002418,78.77317
A. Oldham,12.475052,82.29717
S. Howard,1.3486128,78.34186
B. Young,6.792928,80.15132
H.T. Smith,6.5543423,78.76958
Joseph G. Underwood,10.601799,80.87268
E. Waters,1.1257991,79.288246
C. H. Wilson,9.379282,80.78483
Jordon Caselev,12.958464,82.15897
Hatfield,12.511802,81.17622
J.B. Sanderson,14.570206,82.73498
George W. Booth,18.69993,87.08816
Scobie,44.474567,26.230614
Baker,-76.8579,-8.320329
J.T. Fisher,44.752796,23.514988
Suasian,-48.22036,-2.2055526
W,-2.9761293,-70.55742
A. Yancy,-8.638777,-62.965214
James Poindexter,-7.3729353,-62.91632
S. Golden,-73.381485,-4.87223
Samuel Demsey,66.14119,16.42501
Joseph Allen,68.710365,19.235083
Demar,65.26624,16.68717
John Carnmon,66.17176,16.915825
Simms,-10.332038,79.80709
William H. Newby,-7.517028,78.99396
H. Mcdougall,-7.2657886,78.21579
William J. Hardin,-3.3113627,78.084625
Amador,5.458432,84.305916
W. H. Cristopher,-14.720052,72.00389
Emory Waters,3.3967633,79.135414
R. Tilghman,7.446678,78.45806
Fielding Smithea,-5.537162,78.636696
Reuben Reuben,-46.353493,23.36043
Henry C. Sippins,-40.37326,26.546465
U. C.,-45.754997,24.94364
Peter Williams,-73.67703,28.043114
Morel,-67.1293,25.71473
T. H. Taylor,54.21236,57.869473
A. B. Perkins,57.290173,49.18746
W. J. Stephens,58.82859,49.479053
J. J. Turner,57.653847,51.494675
R. Thompson,-25.700779,-17.105856
Moreton,-26.18784,-17.937073
Z. P. Purnell,-43.063812,-1.4354066
Samuel Smith,-47.550293,-1.4166484
John Wendell,-53.180676,-28.27666
Francis La Tour,-45.576714,-27.56329
John C. Spence,-49.765915,-1.7147803
Frederick Perry Stanton,-23.84657,-1.2447872
Wm H Topp,42.699966,27.005154
J. Burns,42.416008,23.50899
G. Beeman,41.495975,25.48244
Thompson,-62.62255,17.182318
Chaplin,22.06162,25.698462
F. Rice,21.777128,25.315252
G. W. Johnson,21.904186,27.113808
Littleton Becket,-52.08435,-2.4953578
Wm. H. Davis,-18.49106,48.754333
Aminadab,-16.686031,46.51895
Gerry,-16.757502,49.119045
Sanford,-15.718699,44.578163
William C. West,-41.271126,30.513823
John T. Hilton,5.282681,5.0158386
Nell,-58.80379,-6.3323402
Wm. P. Mcintyre,-54.568607,-5.6770935
Henty Brister,-50.45294,-2.6603882
N. B. Vidal,-46.542847,-3.8172407
George Wilson,-43.30913,-3.0562663
A. Collins,11.858823,84.51494
H. G. Turner,7.5943627,-40.89461
D. Shad,-50.369736,27.924208
James Forten,-69.30541,25.779293
Benjamin Moore,-17.335966,47.47896
George Galbraith,-20.114027,45.48453
Andrew Gorden,-19.551416,46.239525
Wm. C. Munro,-3.5334375,-24.928802
Donagan,17.79791,-36.432747
Thomas Mason,22.347498,-37.079613
W. L. Smith,3.8111293,26.274664
John Johnson,-48.337833,-30.568573
Wm. Whipper,-73.49191,25.948168
J. J. G. Bias,-49.905544,53.63015
William H. Topp,-58.992966,-26.863798
Wm. C. Nell,-58.990875,-6.3778386
Lewis Mortimore,2.6296184,80.02186
Robert Hambleton,-78.84977,-2.7688925
C. H. Bustill,-74.24171,-4.3001533
Charles S. Hodges,-71.006256,-2.6463907
James G. Frisby,-76.66192,-4.985271
William P.Price,-78.823044,-3.3375816
Robert H. Johnson,-31.508503,-21.703167
Thomas B. Potter,-15.730224,24.220366
D. Gordon,-16.800617,23.403278
M. R. Johnson,83.33628,-2.9094486
J. W. H. Peyton,83.36028,-4.8083076
R. M. Hanmer,91.16958,-4.28978
Dickson,-17.403414,45.303905
Washington Webster,-17.654701,48.29063
J. C. Bowers,-69.15228,-0.4921037
Julian,-19.334997,-48.38468
James M'Cune Smith,-19.5919,-51.31234
Frederick K. Waldren,16.669905,-30.358828
Richardson,58.01727,-35.684307
Gooch,65.53328,-36.68886
J. H. Bufford,61.119854,-36.473625
G. L. Knox,63.536873,-37.412376
S. C. Armstrong,61.062756,-38.146328
S. Daniels,55.756233,-41.411663
S. E. Hardy,47.44674,-50.220345
Hitam Johnson,-24.277786,-1.7045877
B. F. Cutler,-19.855791,-3.2752225
H. Robinson,-10.343242,-25.034382
S.C. Pomeroy,5.0736694,27.798214
Monroe Williams,4.624433,26.37072
