label,x_val,y_val
E.C. Menser,6.70447,-63.0259
A. C. Luca,-57.6984,24.9439
Noah Tutt,-2.23805,-70.1728
Lougen,-8.75883,-30.825
G. L. Knox,39.102,-19.4511
Martin Thomas,-57.4367,3.13939
Lewis Woodson,-22.8293,50.4706
Wheeler,-38.0035,4.57974
Leonard Collins,-57.6903,5.41925
John W. Averitt,41.3196,-16.1569
Underwood,26.4863,-45.5873
W W Brown,-55.6184,2.37218
R. Wood,25.1522,-61.2173
Singleton T. Jones,-23.9476,-43.9754
George H. Amos,-36.0955,36.6977
T. L. Jinnings,1.22879,56.8601
George R. Richardson,1.85724,56.6132
Weir,-22.3452,-15.98
Darius Roberts,25.0457,-60.0889
R. D. Kenney,-55.4686,0.43227
Bey,21.4115,-60.2217
Bryant,-21.1175,-34.0291
Peter,-12.3689,31.4345
Benjamin F. Hughes,-9.47274,48.7918
Edward W. Parker,26.9177,47.2825
William Beggett,-57.0068,-20.3929
E. James,4.52826,-79.3352
Peter Voglesang,-12.049,64.6301
A. Sisco,52.8368,28.8081
S. N. Africanus,-56.7593,23.555
E. Vincent,53.5129,30.0513
Benjamin Paschal,-23.3116,57.0004
Richard P. Shorter,25.7639,47.5499
Thomas B. Walker,-34.0883,37.5603
S. Donagan,12.1926,-13.0992
U. Lett,-25.4512,-19.0134
Henry Hatton,1.08085,-37.1753
Robert Pinn,18.1113,69.2751
William H. Newby,32.1923,33.9544
J. Mckinly,38.9901,-13.8551
Albert Mcadams,47.2433,2.59319
Penn Yan,-25.6148,-17.5302
George Amos,-32.9832,36.1441
J. A. Prime,-2.60655,-58.0787
Lewis Isbell,14.938,-9.06721
Amos Freeman,-9.89399,48.4291
Jr.,26.0813,49.3308
Henry Lott,17.6456,-39.7587
J. Wilson,-12.4863,7.54896
R. M. Hanmer,67.5599,1.21487
Lloyd Hasper,-37.7709,-7.00993
Henry C. Thompson,-5.38035,53.1015
Charles A. Yancey,21.3271,-60.1705
H. Price,-2.11415,-70.2387
Lucifer,35.0797,-54.1662
J. H. S. Parker,41.0646,-16.2021
Wycoff,-8.75724,48.5057
Theodore J.B. London,-8.82629,48.1667
T. A. Sykes,40.6221,-20.9809
Moreton,-56.4432,-18.0989
A. Vaniel,33.0692,34.8062
Bishop Allen,-3.94281,69.7779
William G. Allen,-41.8749,-5.5148
Allen Allansworth,39.8369,-14.572
David Gordon,-55.6525,23.3538
James Allen,50.1712,29.32
Ringgold,1.21936,-37.0746
Wears,-29.0731,14.587
Cork,-24.6415,-43.0839
William Smith,13.2825,-13.6023
Samuel Eliott,1.64152,58.1676
Briant,-37.252,-5.96176
J. D. Walker,4.17314,-79.9806
W. Cromwell,38.588,-25.3489
R. Munay,-57.2742,-19.4839
James Forten,-12.357,62.1728
Osborne P. Anderson,10.6877,39.2646
Joseph Murry,-15.4886,34.7694
John Paterson,52.8598,28.1886
W. Mclain,-10.0577,8.46542
Alex. Smith,10.9505,-14.1954
Jacob P. Morris,-7.58848,10.9989
A. Smith,-5.80988,-14.929
Turner,-23.342,-39.9206
Wm. Woods,-33.1503,35.6144
L. Harper,-59.1874,-3.84066
William Rogers,-4.39201,69.4467
H. Molson,-2.62247,-58.073
Robert Morris,-24.7217,0.826007
George T. Downing,-25.5779,10.2294
J. C. Fortie,-35.4939,35.6061
Henry Sipkins,-7.5066,62.6168
Charles B. Ray,-49.2686,-19.7466
Lewis Washington,-58.7009,-18.8829
Abraham C. Rice,-11.2444,9.78913
G. W. Gordon,50.1407,28.0048
H. Brent,-6.77617,-15.0856
Jesse Bass,4.86721,-79.9945
Thomas Butler,-6.082,64.528
B. T. Tanner,36.839,-21.9246
J. Scott,-58.0091,23.9505
Monroe,-10.1243,9.56664
James Mars,-54.771,-0.80288
Cornet John Rolt,-10.0862,9.63807
Francis L. Allen,-42.5218,-32.9508
John N. Still,-37.9578,-4.69926
Jacob Stratton,-15.9573,33.2369
Gerry,-14.5685,34.5367
Byzer,66.4991,4.35748
A. J. Aldridge,5.98362,-50.3339
F.L. Barnett,39.4073,-16.4086
M. Dougee,-40.5755,-22.2524
David B. Bowser,-14.4653,29.9132
J. A. Braboy,42.0448,-16.1878
Henry R. Crummell,-40.5538,-22.233
Nelson Ockry,48.0389,-38.6707
1841.ME-10.06.PORT.01.txt,6.5735,-2.00322
J. Samuels,18.4825,-5.20633
Ward,30.5188,43.0739
Job Wentworth,3.85623,-0.469556
Jacob Francis,36.4657,38.9491
Dessalines,40.5256,-15.165
Robert E. Lee,35.8961,-18.3154
Charles S. Hodges,-28.8274,15.0545
Louis Ruchames,12.0897,-12.8931
S. S. Murray,-7.30879,-47.1296
1831.PA-06.06.PHIL.txt,-8.26767,64.3264
Wm. Cooper,-33.3239,38.2413
"Samuel Thomas , Jr.",-16.4977,-78.2141
Tom Paine,37.4167,-20.3336
A.G. Berman,-37.1118,-8.19699
H. Chandler,3.17493,0.399616
Solomon Groomer,-45.1627,-30.0281
John Rigs,47.3984,-37.9155
George L. Frisby,-32.4611,37.2809
M. D.,-7.65191,6.69912
John Tate,-42.3513,-31.6941
G. W. Goines,-17.056,32.2472
Richard Sampson,-52.5442,-20.1613
B. Walker,-34.6754,35.0216
Kinnard,10.4076,38.7337
Grant,-25.4773,-44.6119
Devens,42.8464,-17.8817
1834.NY-06.02.NEWY_MINUTES.txt,-7.23841,49.1192
Caldwell,16.1268,19.7173
J. B. Smith,-8.60097,-30.415
William J. Watkins,-34.4528,9.1878
J.H. Ingraham,-22.8573,-42.6958
Samuel Scott,-21.2889,-40.1613
John Freedom,-20.3665,-3.08456
E. P. Duplex,32.2922,43.9646
John Dutton,-4.09197,69.7322
James Matlocler,39.7267,-17.2709
C. M. Mcphearson,16.3372,15.2641
Brown,-18.0481,-1.33723
J. J. Zuille,-44.044,-29.6622
Wm. P. Mcintyre,-41.8648,-5.51675
H. H. Garnet,-52.0772,-23.5257
William Thompson,-57.8395,23.618
J. P. Jones,40.159,-19.3067
Williams Meads,-55.2071,0.93629
Richard P.G. Wright,-43.2569,-30.6184
C. A. Yancy,28.2245,-50.6738
Nell,-24.4443,0.579447
K. Artis,27.5933,-44.3597
Solomon Grimes,34.7184,-54.3942
Robert Hambleton,-27.2543,15.1084
Anna Dickinsons,-23.4776,-41.4804
Samuel R Ward,-7.30505,-13.8339
Mcilvain,-36.8892,-6.98372
J. Wencell,-39.3086,-21.2816
1843.MA-08.03.SALE.txt,-37.4261,35.3474
M. F. Womack,38.9735,-20.2847
W.H. Johnson,-22.2164,-43.511
Simmons,-20.3433,57.1442
J. T. Raymond,-39.3108,-21.3424
Bird,-7.94803,47.1497
Richardson,36.6778,8.81123
J W Pennington,-54.406,3.28268
John H. Spriggs,-0.605463,26.5441
Robert Banks,-23.4648,-19.4363
Robert Gibson,-19.316,-2.19201
Josh Billings,40.4493,-15.7801
Burnham,25.5666,-47.0705
A. E. Dennison,52.2101,28.6797
G. Gould,17.9483,69.9656
F.J. Vosburgh,50.4475,29.8041
Levi Lee,-1.15983,26.5519
T. W. Burgess,50.2781,29.8723
Wm. Barton,19.3224,-5.43
Jt Fisher,-5.7349,-14.2741
James Campbell,-36.9525,36.7404
George H. Parker,-24.0877,-41.1607
Christ,105.672,-87.9662
James C. Morrel,-8.59322,-30.6385
D. J. B. Scott,19.6441,20.8705
Martin,-17.5705,28.5503
J.W. Allen,-4.21568,69.8769
Douglass,-5.35606,-51.7658
D. A. Abner,20.3689,19.7224
Mccrummel,-10.2143,9.33078
Abner Crocker,-22.7073,55.6341
Merriman,-9.86608,47.5561
S. Baltimore,-53.191,-1.87931
Lyle Of N. Y.,17.7702,-40.031
Sanford,-20.0487,34.8729
J. C. Mathews,1.11949,57.1007
R. M. Jones,15.9027,14.5637
H. Price Williams,-7.9728,-54.941
G. Lewis,0.497093,-52.4247
Pastorious,38.1263,-15.6039
H. Johnson,-34.7901,-10.6634
Sampson P. Lewis,28.2264,-44.796
John L. Griffith,-18.3795,33.3679
Henry H Gamet,-58.4301,3.16005
J. H. Rainey,46.7834,-16.7828
James Mccune,-57.6231,-17.2807
S. Lyons,14.3812,17.6857
William Mcdonald,14.0141,19.6887
Joseph G. Underwood,54.2538,31.0985
J. S. Ward,35.2767,-54.2436
J. S. Boseman,-2.61882,-58.0809
W.D. Forten,-1.19106,25.8372
B. F. Lee,47.2945,-17.7593
Curtis,-19.351,-2.07808
R. Thomas,-34.4937,33.0785
D. Lawrence,4.49733,-80.241
Bibb,-1.76144,-15.4172
J.C. Ware,31.8147,-1.75289
J. Malvin,-31.3287,-20.416
John Booker,25.2502,-50.247
T. G. Campbell,-8.2522,9.25302
President-James W. C. Pennington,-10.9149,8.58502
Remond,-15.4513,38.732
Frederick Olney,-40.5652,-22.2528
W. P. Johnson,-52.523,-20.1791
Emanuel Franklin Of Davenport,-2.27258,-70.2508
John J. Smith,-19.8788,-2.98802
Anthony T. Jordain,-19.9501,-2.02771
Peter Ray,-38.5575,4.24875
1856.IL-11.13.ALTO.txt,15.2681,-9.32835
1855.CA-11.20.SACR.txt,33.0654,42.4907
D. B. Anderson,-32.0523,36.6655
Santa Cruz,27.1511,48.1869
J. D. Pettigrew,16.0973,14.5507
W. Keats,-8.12979,-54.8222
Lydia White,0.416598,56.0406
Lucien Green,38.8784,12.8458
William Douglass,-49.6045,0.197937
Robert Piles,18.201,-52.6012
Anthony Campbell,-36.8867,38.1693
Samuel Sharp,66.4963,2.25256
A. Washington,-41.6537,-27.7323
N. H. Turpin,16.9064,68.9302
J. Smith,-31.7024,31.4066
W. H. Christopher,27.516,47.6007
Lewis H. Putnam,-21.1157,-37.1428
Charles Williams,-36.0628,-137.094
Wm. Tasker,-16.6351,-63.0827
A. Dunbar,-40.5645,-22.2405
John Gee,27.5043,-45.2403
W. H. Decker,-23.1323,-44.098
James Cornish,-6.7825,64.7613
George O. Marshall,18.9384,19.1785
Munro,-23.0065,-18.2183
John C Spence,-55.3282,2.50316
Lewis Mortimore,50.8436,29.3501
Wm. W. Brown,-50.4423,-1.05286
N. Duffin,46.6216,1.19372
Jonathan Edwards,-56.3088,25.133
D. C. -- William Jackson,-12.7155,67.5058
D. Jones,41.8092,-18.5344
John Robinson,-4.13488,69.5385
Bell,25.4043,52.6952
Scurry,27.1368,-45.169
C. Durkee,-16.3359,-77.0661
F. Pulpress,-2.05548,25.8565
James N. Gloucester,-23.0522,-19.8182
Byrd Parker,-4.98385,9.73491
Sam ` L. T. Gray,-58.6113,24.3829
John G. Chaplin,-0.612154,25.5089
T. H. Dorsey,26.9417,-45.4055
Driver,-10.1147,10.4006
Thomas Gibbs,-28.3755,18.6829
Augustus Washington,-40.0108,-12.9933
Burrel Atchison,6.65207,-63.051
Silas Cornell,-16.9271,-77.136
Apollonius Rhodius,46.8515,-39.3187
Negro,26.2593,47.8053
P. W. C. Lawson,3.8113,-80.6887
J.J. Symonds,-14.5178,-55.8508
F. Wilson,28.2983,-46.6036
Francis Adams,35.2926,-54.1321
James Deavour,-4.4346,69.6422
John Landon,-56.723,-19.4173
M. Campbell,53.0391,26.9762
Charles A. Wheaton,-17.2209,-77.3562
E. Myres,1.49012,-0.290678
J. Merriwether,2.47256,-54.8456
John Cutler,-23.3299,-43.8495
Bustill,-0.342803,25.6091
William Hamilton,-8.07237,51.6793
Ephraim D. Williams,-33.1779,37.3703
W.P. Mcintyre,-14.511,-55.8191
Junius C. Morell,-37.9532,-4.43378
Robert Roberts,-12.1088,64.6964
Samuel Van Wranken,-56.2343,-1.61595
W. James,40.8835,-17.5249
A. G. Scott,15.4893,16.1525
R. Springsteal,-41.1702,-30.6825
J. Emery Burr,-57.0762,24.3288
H. Rainey,44.6959,-19.5745
E. Halton,51.7583,26.4837
W. M. Newby,53.0797,30.5283
George Washington,-7.28018,-47.094
Peter Constantine,-55.1684,2.01318
Asher Aray,47.8227,-37.8263
H. R. Roberts,63.506,3.45754
I. D. Shadd,10.8581,37.9637
Wm. C. Gardiner,-36.442,-8.19996
Thomas L. Jinnings,-5.37603,53.1302
Eliphalet Whittlesey,13.1076,-27.746
Thomas Newton,6.85416,-63.1652
M.G. Turner,42.837,-14.6385
Rives,38.9923,-17.6537
Lieutenants Robinson,-8.67088,11.1338
John J. Bird,41.0822,-22.5037
Isaac Gillam,39.0484,-18.9591
Lewie Morn,-2.6401,-58.0662
A.H. Galloway,-22.0504,-40.7576
Jolin B. Vashon,-22.5444,55.3838
Lucy Stone Blackwell,-20.483,-2.40058
James B. Jenkins,25.9344,48.5092
Elimus P. Rodgers,-39.3059,-21.2866
Dan,-33.3554,36.0513
E. A. Fulton,11.0466,-14.3777
Jacob Coggswell,-57.2622,23.6491
Allensworth,38.6573,-16.8915
William P. Powell,-54.391,-17.017
W. R. Lawton,39.8932,-21.0989
Galbreth,-32.0249,36.9287
A. M. Ellsworth,14.0631,-11.0976
E.D. Pope,46.0165,-15.8447
D. Gordon,-59.1321,24.3886
J. N. Stills,-38.0725,-8.00757
C. Napier,39.7956,-22.1617
Timothy Dwight,-57.874,25.4689
Wm. D. Mathews,6.77561,-63.218
Catskill,-38.4226,4.28918
I.N. Triplett,-2.28332,-69.9064
Patercules,-23.3046,-40.4929
Augustus Howard,-59.2289,-19.3843
J. Bruce,35.1163,-54.4356
W. H. Maury,40.6219,-19.9512
J. G. M. Britton,-23.2243,-18.4989
Adams,-29.0173,34.4219
Henry Hicks,-34.6329,-8.02833
J. R. Starkey,25.4517,46.6522
Adam Blake,-43.8631,-31.7955
John Van Huesen,-41.4906,-31.5971
Wm. J. Wilson,-32.0959,6.13079
Rachel Cliff,-28.345,15.0241
H. Ellsworth,11.6665,-13.954
J. C. Morrell,-27.1521,15.1212
Lamar,15.8082,20.0027
William Moore,-28.5718,13.2095
J. P. Dyer,30.5168,43.0671
John I. Gaines,22.8409,-55.4245
W.W. Matthews,-14.5276,-55.8236
Walker,-27.4563,11.3827
H. Jenerals,47.4462,1.19166
Theo H. Greene,39.0191,-21.173
H. Mcdougall,32.4229,33.9112
J.H. Harris,12.7443,-27.8286
N. B. Jenkins,13.0363,19.6825
Wm. Jones,-33.9597,-4.14408
J. M. Brown,28.7562,-42.8981
Charles Stille,16.6348,69.1072
Maggie Porter,37.9025,-21.6004
John Carasaw,-55.7899,-19.1623
J. H. Platt,-22.8242,-16.1478
Peter W. Ray,-25.3269,-33.8353
J. H. Garnet,16.2811,19.2295
H.C. Binford,36.3144,-21.2789
Clark,5.98384,-78.6958
R. Mcgaines,27.3977,48.9652
M. R. Johnson,65.1444,3.41875
E. A. Clark,25.2845,47.9196
W. Chandler,2.47121,-54.979
J. N. Gloucester,-23.6635,-15.6036
Ulyssis B. Videl,-56.337,-18.7186
S.,-14.5153,-55.8312
F. H. Douge,-36.0112,-6.98037
W. J. Lowery,18.7101,15.593
W. Cawthorn,12.8562,-28.0794
Jacob Perry,-8.60957,47.8342
W. M. Gwin,27.5326,48.0616
Francis A. Duterte,-18.629,28.9313
Francis Simpson,-56.9382,-18.8493
Sampson White,-29.9794,16.4268
Bentley,43.0437,-15.8741
G. Garrison,-57.7263,22.4847
John Ballard,-28.7217,14.2527
E.L. Bradley,47.974,2.12568
E. D. Vincent,49.271,28.3376
Aaron Johnson,-33.7129,37.8844
Barber,37.1774,14.0762
S. Van Brackle,-31.6684,35.8438
Freeman,-1.15257,1.06765
S.P. Smith,37.7158,-14.4053
J. Jackson,27.2634,-52.3861
Leonard Colllins,-56.6754,25.3068
James Blair Webb,-58.1627,0.684741
William Glasgow,37.5612,13.0186
1856.OH-01.16.COLU.txt,25.6331,-49.9373
B. F. Cutler,-37.9414,-7.886
G. H. Shafer,38.9594,-20.3503
Frederick A. Hinton,-7.02062,64.6153
T. Roberts,12.911,-12.559
Simon S. Jocelyn,0.649255,56.8385
Robert Auston,65.9387,2.97267
El Dorado,32.3062,43.8857
William L. Barnes,18.6042,-5.94114
Andrew Hubbard,45.9176,-19.2775
J. Moore,36.4793,38.9398
W. C. Conway,17.1429,22.5032
J. G. Stewart,0.03627,55.7663
George Johnson,-22.2178,57.9621
John M. Langston,-20.8736,-48.1191
J. L. Johnson,2.5155,-55.0655
Isaac J. Dickson,-14.7953,34.0639
Wesley Berry,1.09853,-37.2164
J. N. Still,-32.1635,5.95525
J. M. Smith,41.9878,-21.4593
Nelson,47.2573,29.9893
T.R. Hawkins,30.7469,-1.19568
Jesse Prince,-43.6051,-31.9763
Putnam,27.381,-16.1667
William H. Harper,33.4202,34.5869
Parker,9.84244,-10.9566
1866.PA-08.08.PITT.txt,-1.39781,29.2242
Gregory,47.8839,-19.2368
J.L. Smith,-58.2845,25.3299
Malvin,-22.5756,-20.3634
E. N. Hall,-41.8769,-5.51669
N. Y. Charles H. Langston,17.5503,-39.8155
George W. Thompson,0.411694,56.3463
Andrew Purnell,-55.9413,1.00578
Suasian,-56.7419,1.46387
J. Sharp,-40.5643,-22.2252
William H. Bruce,-24.194,-38.0876
Paul Hall,-58.2774,25.363
Jefferson Fitzgerald Of York,48.0992,-38.7445
J B. Vashon,-25.1501,-17.8407
E. J. Johnson,51.5775,27.2918
A. F. Freeman,15.0977,17.0914
Darnes Clark,-0.948905,-56.31
D. Richardson,1.39747,57.5021
Wiley,16.6198,19.5931
J.N. Still,-38.189,-6.84707
D.G. Rider,31.1582,-2.23235
J. H. Bishop,-44.9148,-33.1013
J. W,4.33137,-80.6078
John Scoble,-6.67217,-14.2906
Moses Wilcox,-56.9205,-18.6511
J. J. Pindall,51.5093,30.1781
Henry H. Price,-16.9837,32.7945
Lewis Ready,66.6073,0.955974
R. Taylor,-26.4322,-41.607
Meads,-58.2537,-0.16
George Snipes,-56.0188,24.3729
J. Brooks,46.6958,-39.0788
Jacob Butler,-2.16493,-70.2255
Crandall,-53.1465,25.0358
Ben Min Young,32.9497,34.8591
H. F. Smith,53.4157,27.9316
Caswell,13.1164,-27.8888
L.D. Beckett,-56.3113,-19.9647
Stevenson,36.7163,8.86826
Richard Allen,-19.336,57.6686
Patrick -Rsb- Henry,50.1135,29.0948
Harriet Beecher,11.489,-14.1246
Reed,6.55502,-63.1957
A. Turner,-0.524753,-59.4546
Wm. Robinson,49.4237,24.2039
R. D. Kenny,-53.8205,-1.11957
Secy,49.8053,27.9363
G. Shreve,0.471988,-52.443
R. Tilghman,51.6054,30.7162
P. Letchford,28.6042,-44.4209
J.C. Mathews,42.326,-14.9945
Robert Boston,-16.7916,33.6865
Jeffreys,24.9181,47.8467
John M. Brickens,-45.1268,-31.8841
T. D. Coxsin,-22.1773,56.561
John Morun,-35.2988,36.6112
Thomas Shipley,-9.04208,62.6463
John Turner,-58.1766,21.6008
James C. Jackson,-16.4602,-77.7749
G.W. Francis,-55.6482,25.7159
L. A. Munroe,55.089,28.7991
Nathaniel Depee,-34.5231,36.957
Charles Dobson,-17.2084,-63.2929
Amos Johnson,25.1954,47.6378
Ulysses S. Grant,-3.05429,-55.2848
O.V. Catto,-2.4027,24.4367
John G. Whittier,-16.2139,-77.2175
J. M. Langston,27.7439,-49.9903
Mills Melton,25.056,-61.3156
P. H. Ward,18.3049,-4.94898
Alexander Clark,2.66551,-77.6381
James P. Jackson,-23.8285,-18.8144
Leollard Collins,-58.6095,0.935795
Jenkins,24.1449,-50.8937
1847.NY-11.06.TROY.txt,-59.3438,1.03844
Richard C. Brown,-15.6811,34.6833
A.T. Jordain,-19.6725,-2.6395
Toby Stewart,40.4088,-18.8546
C.,-57.4165,-0.490424
W. Hocking,18.8077,-52.4707
William J. Davis,12.1954,-13.9317
S. T. Gray,-58.7427,25.4693
T.C. Mott,-2.09632,-70.2211
Robertson,-5.89924,47.538
James M. Scottron,-22.627,-39.0161
Hyer,52.8246,30.9886
M. L. Rogers,26.4849,50.3413
Fitzgerald,17.8239,-40.0238
Edward Menser,6.66921,-63.0324
W. H. Ashe,40.8704,-18.3076
I. S. Carter,4.92639,-80.0064
Harset,12.6544,-27.744
J. Jeffrey,-23.0653,-18.2295
L. Jinnings,-0.670427,56.5777
A. Ellsworth,11.9396,-12.7444
G. W. Hollinger,-7.93009,-54.9804
Birney,2.92993,1.12358
Charles Lennox Remond,-22.4373,-18.7855
Glover,-9.55517,12.3379
Spears,37.1337,12.5642
Isaac Washington,-6.40804,-14.155
Dennis Carter,33.6706,33.8541
Henry Banks,-32.6233,34.91
John N. Bond,-16.5746,33.7949
G.R. Hart,31.6726,-1.67868
P.H. Reason,-40.5463,-22.2589
John Bowers,-6.87973,64.759
Jeremiah Miller,1.36446,56.4048
Raston Daniels,13.8324,17.3547
William D. Mathews,6.54664,-62.9454
Joseph Louis,-35.9002,34.9705
John Riggs,47.7024,-39.5684
John Charles Fortie,-31.4066,35.8971
Robert Jackson,-23.1514,15.5854
John T. Ward,29.2789,-57.3467
Alexander Brown,0.516475,-52.4145
G. J. Starnes,18.4585,18.353
Jeremiah B. Sanderson,1.3706,-37.4747
Jeremiah Bowser,-4.29876,69.5449
G. W. Kinney,4.07041,-80.5659
Henry Ray,-29.7431,15.1454
George R. Symes,52.7118,30.0332
Townsend,38.9722,36.8502
Dear Brethren,-8.77184,13.6783
H. A. Chandler,2.66287,0.799736
Duplex,52.449,28.0055
George Buck,-35.5766,37.4338
Scroggins,36.9372,12.4033
H. V. Robinson,36.6688,-18.0654
Joseph Sturge,-10.5064,9.05458
Abram H. Galloway,-24.4023,-40.2367
G W Gordon,-57.6702,1.11676
James Poindexter,29.291,-57.3383
Davenport,-39.3561,-8.64214
J. G. Bowers,-9.94855,11.4803
Marshall,67.8627,-1.84489
D. Coxsin,-22.5906,56.6542
Prest,1.19201,-37.3885
John H. Walker,-16.5354,-63.1205
Ruggles,30.5029,43.083
Zach Chandler,42.9537,-16.4549
William Lloyd Garrison,-0.147976,51.204
P. Neal,-2.42924,-70.0493
Francis La Tour,-42.4631,-28.9879
George,-44.0491,-33.2566
Courtland,43.5728,-22.8458
Samuel Ellis,-56.6522,22.8462
J. P. J,46.5923,-18.2713
G. H. Parker,47.76,1.46912
Jeremiah Powers,-4.52612,-62.238
H. Davis,-34.5018,34.5476
John A. Thomas,10.5401,38.2259
W. Arnett,-1.34969,27.9848
Andrew B. Slater,-21.2184,-42.0406
Henry Berrian,-57.5848,24.3916
A. B. Platt,-8.71992,-30.3607
Caffres,-11.2298,10.6545
Gaines,-7.68757,6.60196
G. Adams,28.3452,-46.2289
J. C. White,-30.3608,15.6598
J. M. Gregory,-7.96824,-54.9702
William Tell,-19.2393,-1.91006
Dushani,-9.56329,12.1093
Briggs,26.4329,49.162
B. J. Smith,11.7743,-13.6488
Aaron Willoon,-4.25433,70.0425
E.P. Palmer,16.7967,17.3462
J. A. Warren,2.42422,-54.8527
William A. Tyson,-56.6742,0.491806
F. Cook,-35.3769,36.7724
Littleton Hubert,-35.2026,33.6174
L. S. Simmons,18.1301,17.441
M. F. Bailey,11.6843,38.3345
James D. Bonner,-8.86826,10.7412
P. Green,-44.4753,-29.245
Speaker,40.2828,-16.1745
John Lyles,-55.9871,1.60088
Rufus H. Darby,41.2907,-25.8978
J. M. Shetton,65.6132,3.58657
Frank Hatfield,55.1254,27.0938
Thomas Gray,-56.9033,-19.3289
J.P. Campbell,-6.2321,-13.137
John Penny,36.7696,13.2364
H. L. Shrewsbury,-7.91754,-54.9521
W. H. Hall,31.5233,46.6009
P. Vandivere,-36.3122,-7.45739
Thomas H. Queen,-35.8959,38.1395
George R. Williams,27.4736,-45.9269
John T. Halsey,-7.25157,-47.0349
Sam Lambert,37.3564,11.1933
Wm. Mcintyre,-38.2193,-5.71852
B. A. J. Nixon,40.1332,-19.0395
Levi Anderson,-34.2774,35.1884
Spense,-55.9374,1.21757
Drayton,-8.4497,46.725
R. H. Small,24.837,48.8255
W. R. L Awton,43.8437,-22.8638
E. A. Patton,18.0776,17.0493
Lorenzo Dow Taylor,18.4768,-52.8995
Hayne,51.6406,29.0366
R.M. Adger,-0.0102718,25.9361
A. N,-10.4946,9.23745
M. Adley,-0.743783,27.5721
A. D. Berghardt,27.2844,49.2785
J. B. Clarke,-57.9547,23.1709
1869.MD-01.01.BALT.txt,-2.16036,-55.3949
Henry F. Thompson,32.5457,35.0094
Jacob Ennis,-38.0964,-7.9051
Lorenzo D. Blackson,0.365914,-57.7383
Allen Jones,17.556,-39.9818
G.D. Johnson,30.8529,-1.61826
Horace Greeley5,12.5409,-13.1574
William Ruth,17.5065,-39.8694
Leonard Coliins,-58.182,-0.614374
M. Goodloe,42.886,-19.6401
Murray,-22.8068,-42.3656
Mifflin W. Gibbs,-16.0018,34.8339
W. B. Depp,17.8527,-39.826
Stewart L. Woodford,-4.03959,-56.9241
Theodore Sedgwick Wright,-57.0592,-19.5792
Constantin,-57.7937,-18.3468
Corris,-24.7747,-42.9005
W. H. Day,26.3767,-51.0322
Duff,51.6945,27.9088
J. J. Pearce,29.2798,-44.9322
Minius Lyman,-57.1885,25.5192
M. G. Gaston,15.4735,18.7365
Pelam M. Williams,-56.3426,25.0445
Lewis Toles,35.0779,-53.9205
James M. Jones,10.7253,38.3181
St. Lawrence,-38.2102,4.74001
A.M. Green,-2.44981,27.0273
G. H. Garnett,20.844,20.1643
Leonard Black,-55.5762,24.1856
Purvis,-14.9421,38.7816
Thomas Taylor,16.2263,17.2107
William Spellman,-59.1336,23.8453
Providence R. I.,-12.1636,10.4704
Jess Davis,37.9386,13.4509
Esther,25.1751,-62.9694
Phelimon Bliss,18.5606,-52.294
R. Johns,17.7934,69.2379
John F. Cook,1.62448,-61.8907
William Goodell,-16.8811,-78.0403
Wm. Gardiner,-37.4884,4.84139
H. Vinson,4.16789,-80.1043
C. Lennox Remond,-24.1495,-17.099
T. James,-44.3327,-28.9286
William W. Ruby,-21.8733,-43.83
F. Payne,-43.4559,-31.8697
Wm. Sanders,-22.4855,-17.9255
Wm. Massie,-8.57438,-63.8706
J. Sharpe,-23.1291,-18.9498
S. Howard,51.79,32.2445
1855.PA-10.16.PHIL.txt,-32.5625,14.4095
Evan Lewis,-5.70284,59.4156
William H Topp,-57.1578,1.2351
H. B. Stowe,8.46168,-13.9386
John Dunbar,-58.3838,-17.5501
G.W. Dimey,-1.60254,27.5423
1865.NC-09.29.RALE.txt,4.1023,-67.3782
Barbour,-22.5756,56.4388
Harrison Blanton,38.0562,12.0356
W. L. Day,17.5852,-39.8084
J. E. Burr,-58.7229,23.2772
Crummell,-54.1825,6.81077
Knox,70.2177,0.662922
J. Terrill,-43.5744,-31.256
J. H. Sailor,64.7634,2.674
Henry Green,21.1707,17.6262
Eric,27.704,-44.9576
Smalls,28.0711,50.3789
Attorney-General Of The State,4.56048,-79.1658
Saml,21.4114,-60.2059
Thomas Whitbeck,-58.6129,-17.7643
Albert Bradford,37.5012,14.5161
Bonaparte,35.974,-18.2038
F. Van Vranken,-40.0124,-12.996
Ockry,47.0441,-38.348
Henry Thomas,-25.9303,-18.1305
Jos. A. Nelson,-2.69481,27.2738
J. L. Taylor,15.7795,18.2235
Seward,20.881,-60.5732
Grice,-22.4333,55.9693
Seth,-41.8949,-5.52347
George W. Booth,36.4986,38.9542
E. A. Paton,14.6634,16.8835
N. E. Speights,25.9175,49.486
Thomas Mason,15.0444,-9.04655
1853.IL-10.06.CHIC.txt,14.6297,-9.58277
Peter Anderson,32.2627,43.9364
N. Y.,1.09758,0.138379
J. Wentworth,4.24364,0.980158
H. F. Douglass,27.1343,-54.4803
J. P. Shooks,11.6227,-26.4297
J. J. Gould Bias,-30.6958,15.5643
W. H.Burnham,25.1425,-61.0119
N. D. Thompson,5.98319,-50.3344
Almond Goff,47.3467,-38.1001
Lancaster,-8.92339,10.32
N. W. Scott,17.3867,18.2345
Canfield,35.3439,-54.2944
Troy,-50.2394,-20.5808
Herbert,53.0803,25.6509
Harrison,-21.5179,57.7362
J.W. Addams,-35.9188,33.8254
